,0,1
441,12470,11817
442,21284,2757
443,5089,5204
444,21114,7180
445,12218,17908
446,9959,13252
447,5570,12900
448,12835,1631
449,20207,9243
450,2134,14274
451,8972,3172
452,18721,18842
453,17025,13625
454,17831,3102
455,15096,16898
456,10592,4084
457,13232,16692
458,15333,2400
459,18041,1039
460,8996,18013
461,17813,19032
462,20007,13496
463,9258,5172
464,3092,18084
465,18870,16905
466,8072,16854
467,20643,16748
468,10262,9466
469,18637,11121
470,4414,18665
471,10403,1815
472,1969,19264
473,13760,18074
474,20743,21447
475,13302,1047
476,20468,12318
477,10007,16151
478,14723,5659
479,16614,14787
480,1475,20516
481,4764,3043
482,19856,21384
483,1630,14670
484,12409,693
485,13472,20182
486,13084,1610
487,17287,11902
488,500,1434
489,6308,18573
490,18290,5971
491,6838,10637
492,9822,12030
493,348,6485
494,11128,15417
495,12529,13553
496,1124,23
497,7208,15354
498,5956,8413
499,15394,20656
500,21560,11177
501,15449,21473
502,17820,8615
503,15592,3681
504,6158,981
505,5449,15412
506,14192,179
507,20981,14741
508,18181,17105
509,17404,12562
510,1402,12293
511,3355,15094
512,16789,1372
513,21948,16205
514,4408,13689
515,20638,22152
516,6541,18659
517,10973,9944
518,7179,13962
519,1713,11542
520,13740,8204
521,12246,16893
522,17947,10796
523,14892,11022
524,6132,19849
525,1145,17413
526,5199,16149
527,13629,14433
528,6198,13133
529,15226,3896
530,7920,16470
531,19712,14359
532,15349,13804
533,570,21827
534,17383,617
535,5713,18428
536,9938,8433
537,4259,14834
538,6774,19182
539,4682,11232
540,7005,16307
541,18930,18563
542,615,5884
543,3484,7779
544,2820,18837
545,19190,22374
546,746,5760
547,9024,4480
548,13301,14236
549,15000,2884
550,206,658
551,5441,4812
552,4981,17133
553,7604,19485
554,16350,15626
555,7139,4768
556,13178,12072
557,16622,19991
558,14155,5085
559,4218,2971
560,18496,11536
561,13956,10326
562,15488,9616
563,17194,11659
564,14372,11276
565,16619,8617
566,20011,17467
567,6189,10655
568,19252,17083
569,8150,10077
570,11214,19751
571,3897,4437
572,5574,14965
573,17167,14061
574,6230,14141
575,5303,15580
576,20890,4543
577,1325,20365
578,21147,19972
579,9105,5686
580,8666,15856
581,21084,10562
582,13061,2582
583,9586,12186
584,19848,18276
585,5204,21486
586,17662,6451
587,13395,13365
588,21453,10455
589,215,6986
590,3767,699
591,19082,2665
592,361,19535
593,11285,595
594,3659,21477
595,16970,124
596,18465,7199
597,2031,16547
598,12625,20973
599,13458,3134
600,11977,14718
601,3245,619
602,13257,19976
603,22215,8182
604,8854,14915
605,10937,17734
606,16881,14234
607,15901,2407
608,3154,15609
609,2665,9339
610,17678,13696
611,20790,8557
612,18164,3707
613,2581,12947
614,18210,11428
615,5052,3559
616,10256,7570
617,19842,19932
618,12970,16888
619,21189,5112
620,20604,6290
621,13191,4287
622,14127,11275
623,19375,18852
624,6963,17497
625,8748,8557
626,19791,20988
627,13684,2207
628,827,10392
629,1615,1662
630,13179,10877
631,3002,5964
632,21709,7102
633,816,4955
634,22051,74
635,20734,18595
636,3426,7596
637,840,13864
638,17343,12736
639,14667,6972
640,12575,11432
641,14689,7283
642,2575,18777
643,20024,5903
644,12081,4356
645,8964,9026
646,5396,1720
647,9722,11351
648,21470,11572
649,70,9243
650,19062,6232
651,19118,11217
652,15045,21975
653,861,10426
654,3962,7606
655,18668,19290
656,4323,9691
657,8821,15272
658,3492,10682
659,13580,15562
660,12467,14333
661,19216,19740
662,2670,18573
663,18093,2416
664,13837,19876
665,21506,12905
666,12593,16611
667,19169,2128
668,9646,18523
669,5604,13430
670,4071,6079
671,21394,7246
672,1951,10348
673,19969,20780
674,4744,14416
675,4194,10754
676,11806,1318
677,4924,22141
678,4336,8111
679,14477,17197
680,18313,14299
681,21960,22341
682,14644,22313
683,22218,19002
684,14010,7870
685,15361,2499
686,19852,10635
687,19843,9302
688,13872,12720
689,1319,15554
690,19778,2215
691,19878,10318
692,11328,7207
693,13014,613
694,8774,21546
695,16857,20377
696,14130,17224
697,1148,14025
698,12101,2100
699,9408,21530
700,20082,18107
701,2532,14671
702,8474,15382
703,13248,12762
704,15910,16145
705,217,14525
706,1143,11955
707,11208,3023
708,1578,13390
709,14243,11206
710,15539,8142
711,14634,16399
712,11086,3272
713,1580,4528
714,10217,20997
715,3440,17884
716,7333,6868
717,4781,14483
718,16224,15622
719,11057,13385
720,3104,19779
721,4726,19914
722,1237,10732
723,1976,1702
724,6135,16504
725,142,19132
726,17534,19035
727,20853,14451
728,488,17765
729,11213,13114
730,18864,3818
731,6394,2615
732,18439,16733
733,6228,11112
734,1579,6381
735,21007,17988
736,16640,18639
737,3012,22276
738,933,22072
739,13377,21934
740,16404,3335
741,19027,21175
742,14069,825
743,14970,10823
744,12128,14474
745,22201,19685
746,11283,5375
747,8811,13032
748,14616,130
749,5419,15693
750,11898,17719
751,4910,3123
752,2780,22377
753,19199,13484
754,20461,11932
755,2641,9569
756,15771,4786
757,21221,1963
758,9076,4842
759,11139,1301
760,18834,19240
761,12701,11640
762,20294,12584
763,9178,12910
764,15080,3987
765,14834,11760
766,5026,11419
767,19908,18696
768,6568,2903
769,4610,3260
770,11424,3116
771,9552,14999
772,21924,10735
773,1785,19504
774,7335,4705
775,8496,18362
776,14071,13197
777,21951,9616
778,14814,5613
779,19658,21999
780,15099,13482
781,2695,10938
782,22060,21095
783,3591,1777
784,6712,11011
785,9254,14888
786,9305,18476
787,13507,14133
788,12437,16636
789,4215,3165
790,17506,6044
791,4569,9174
792,20536,3231
793,10786,19481
794,11994,18382
795,18839,16580
796,11081,21006
797,2351,12223
798,7253,17301
799,2007,19321
800,426,11584
801,19202,16942
802,10492,8016
803,21965,11917
804,18780,4715
805,261,12059
806,4476,11121
807,10410,1414
808,1806,11915
809,15668,1758
810,11240,3617
811,1741,16731
812,21861,18343
813,12794,17149
814,6978,21810
815,20647,15221
816,2973,5935
817,10157,16800
818,6375,6466
819,21533,17826
820,16070,6135
821,9712,9406
822,10082,3440
823,21718,7534
824,13917,4915
825,13914,15674
826,21605,14035
827,10769,16918
828,1413,8602
829,8225,14874
830,3914,4525
831,6958,8837
832,12714,20571
833,1796,12771
834,8993,1426
835,22160,16797
836,5088,16393
837,8789,8290
838,13638,14673
839,5722,19050
840,7070,4904
841,15722,12827
842,9717,17075
843,18715,14952
844,14179,15027
845,6590,9452
846,15461,12995
847,1939,22162
848,7560,6362
849,14738,9884
850,11866,3466
851,18519,14250
852,21388,10323
853,18417,13199
854,9996,15568
855,7708,20131
856,7047,12560
857,14141,12373
858,7386,8034
859,3901,15149
860,20041,11066
861,18909,10884
862,2169,2994
863,10994,21304
864,8227,8532
865,10386,3569
866,16404,4967
867,7233,1767
868,3212,9607
869,4928,19696
870,19318,14757
871,22235,18424
872,2771,4478
873,10779,3883
874,746,7636
875,12341,6522
876,15978,15307
877,19393,17831
878,6752,19943
879,22358,6452
880,21181,10981
881,4695,1399
882,16914,3692
883,5056,5388
884,19244,10837
885,7411,5068
886,14205,20031
887,12452,21567
888,2989,5048
889,141,2209
890,7817,2749
891,7057,3803
892,10489,15459
893,11920,5386
894,7101,8497
895,3498,20388
896,12742,704
897,8485,6773
898,90,19168
899,1,4046
900,20638,19183
901,8764,4963
902,4390,9026
903,22032,12219
904,17312,6712
905,1383,8317
906,11464,709
907,14728,21362
908,21398,4516
909,7341,4580
910,18255,12626
911,2031,22139
912,1547,22430
913,13573,15014
914,7629,5376
915,3951,19003
916,1516,14929
917,7079,3431
918,746,778
919,6127,801
920,15653,1634
921,1341,12463
922,4124,4863
923,11570,14234
924,19940,14318
925,5115,4016
926,19464,2887
927,4851,6964
928,20998,3661
929,19455,13247
930,11245,1532
931,15680,12187
932,2266,10708
933,5771,12586
934,18024,10830
935,20477,5847
936,3314,11279
937,14360,3223
938,18275,20573
939,19933,3965
940,2038,19281
941,19574,1042
942,15150,9118
943,763,6831
944,7167,1610
945,5967,14629
946,21783,6084
947,5417,4072
948,17490,6536
949,4530,8986
950,8842,1580
951,9608,14596
952,11469,2927
953,4279,1442
954,2279,18382
955,8595,1232
956,13283,18859
957,10960,17674
958,3938,10837
959,2726,3392
960,2817,16866
961,5208,19881
962,5295,11702
963,16001,10432
964,19319,11925
965,7275,22405
966,10519,7509
967,11299,17864
968,19746,3536
969,7588,2042
970,7380,531
971,8382,3849
972,20931,16447
973,7423,21232
974,2818,3473
975,623,4297
976,4682,1571
977,8076,11432
978,6575,11912
979,21165,18912
980,2356,21772
981,1490,14873
982,3585,1185
983,6607,5428
984,12075,1166
985,2919,13256
986,21168,14085
987,578,21491
988,13965,9572
989,6673,6167
990,6687,898
991,4941,13473
992,1817,19185
993,22469,7838
994,14184,18157
995,16293,14485
996,1374,1809
997,8787,711
998,14886,16535
999,12077,14762
1000,5813,10835
1001,11001,6810
1002,12249,1386
1003,9789,2334
1004,14130,19793
1005,6273,5539
1006,11443,12584
1007,7944,17508
1008,17547,7846
1009,8039,796
1010,5463,10272
1011,18662,17755
1012,4784,366
1013,19974,11551
1014,12394,10507
1015,20212,12686
1016,3138,8622
1017,8923,19084
1018,17575,11249
1019,4663,12839
1020,21957,19154
1021,3780,15372
1022,10708,15166
1023,8829,18798
1024,17771,7945
1025,8819,12990
1026,22036,11183
1027,6908,15272
1028,16765,14272
1029,10455,17620
1030,4423,19153
1031,19211,5076
1032,227,5181
1033,5151,20229
1034,3562,20877
1035,11291,2912
1036,8507,14231
1037,10696,19701
1038,892,10310
1039,7569,921
1040,17117,15676
1041,5223,16007
1042,18036,5755
1043,20774,1483
1044,15492,19079
1045,14074,20113
1046,9706,779
1047,14604,19293
1048,11960,545
1049,2458,16473
1050,4947,8349
1051,3880,12268
1052,20173,3111
1053,21377,13450
1054,19509,14411
1055,10968,6537
1056,3240,4216
1057,12769,8802
1058,2192,7684
1059,22024,4247
1060,2678,10344
1061,6307,17197
1062,22024,12849
1063,13934,21126
1064,12559,20814
1065,13250,14440
1066,8062,13560
1067,12893,13370
1068,5876,7928
1069,18226,5572
1070,19653,22388
1071,11820,12432
1072,8066,7895
1073,18118,11877
1074,5886,1534
1075,5408,16455
1076,1171,152
1077,6301,7582
1078,22041,12103
1079,8869,6801
1080,13014,14251
1081,9938,5848
1082,21851,2263
1083,17424,14216
1084,18588,11332
1085,807,8019
1086,16411,9067
1087,10497,15607
1088,243,9816
1089,17460,3779
1090,19695,18353
1091,21645,558
1092,6384,20351
1093,336,3586
1094,18809,16935
1095,19104,1929
1096,17258,15979
1097,21375,19589
1098,3706,17518
1099,12459,1409
1100,1369,19072
1101,7767,10560
1102,6110,17164
1103,21008,20944
1104,12431,20075
1105,4323,12650
1106,8835,7263
1107,15201,4770
1108,11100,9451
1109,2767,6994
1110,12541,2508
1111,12214,15217
1112,4627,17830
1113,16222,17547
1114,3847,9532
1115,4792,11395
1116,7513,1408
1117,7042,14804
1118,9788,10710
1119,2417,13801
1120,20836,17445
1121,18273,18885
1122,15600,12486
1123,7932,22211
1124,19057,13428
1125,10227,2031
1126,11057,13257
1127,11068,19002
1128,16339,13377
1129,5482,5955
1130,14453,10147
1131,6835,16419
1132,20167,20110
1133,7947,18268
1134,18317,14011
1135,9549,11130
1136,12046,843
1137,20779,7528
1138,19767,17618
1139,6584,16351
1140,20282,1257
1141,1363,12155
1142,15697,13743
1143,18480,22465
1144,9418,16976
1145,20601,834
1146,16949,20836
1147,19745,3214
1148,6943,12476
1149,17914,1317
1150,13436,18620
1151,20007,19800
1152,7941,14362
1153,5052,1092
1154,22016,10635
1155,8359,22224
1156,20006,21296
1157,11466,4162
1158,20304,15845
1159,17832,1698
1160,14753,7360
1161,12798,4820
1162,10913,18324
1163,818,18878
1164,10616,13343
1165,19554,10327
1166,2985,20488
1167,7342,15825
1168,1093,16073
1169,14411,21608
1170,1469,16527
1171,11072,5566
1172,2557,15602
1173,2635,20706
1174,14942,20618
1175,10810,20667
1176,20695,5698
1177,5901,12590
1178,10311,6716
1179,14227,17001
1180,3429,4407
1181,11331,6834
1182,14098,9006
1183,16177,13430
1184,14131,19698
1185,7118,11261
1186,16550,9168
1187,13039,22410
1188,22304,15065
1189,1864,3714
1190,5426,19709
1191,10138,8836
1192,3580,16101
1193,12413,21394
1194,17135,12931
1195,12757,11816
1196,16542,2428
1197,10206,11196
1198,3350,1556
1199,6013,13339
1200,9891,18809
1201,22399,10078
1202,17081,14720
1203,20411,1513
1204,9805,21940
1205,19690,7407
1206,17455,14759
1207,1611,16904
1208,19397,15849
1209,10644,4347
1210,2960,16755
1211,19027,5201
1212,14326,15832
1213,13897,19261
1214,10951,421
1215,6907,20717
1216,10660,15046
1217,21097,7930
1218,3199,11119
1219,5452,8440
1220,21110,2906
1221,14468,15796
1222,18,1786
1223,17373,21059
1224,7828,15979
1225,16480,6787
1226,9935,5740
1227,12636,4596
1228,19796,9393
1229,2138,17261
1230,20810,4904
1231,11380,17413
1232,13226,9307
1233,11509,20182
1234,9152,761
1235,14295,3680
1236,19914,501
1237,3805,9142
1238,9199,2285
1239,68,10657
1240,132,3453
1241,6068,9292
1242,581,18388
1243,16531,572
1244,11310,8846
1245,4340,14142
1246,2911,1787
1247,11835,14730
1248,16682,178
1249,12182,16225
1250,21918,13478
1251,22211,21635
1252,8627,21573
1253,8081,4688
1254,12895,6793
1255,11165,13358
1256,21050,3337
1257,11669,12761
1258,14808,4953
1259,12599,7803
1260,9713,8729
1261,20467,19910
1262,15429,18412
1263,7725,16913
1264,669,19314
1265,15226,11582
1266,14979,15073
1267,5988,1548
1268,7575,17233
1269,17928,4476
1270,1436,8515
1271,2705,14240
1272,1119,13066
1273,5690,8065
1274,16958,14925
1275,20201,10754
1276,10743,406
1277,16476,21110
1278,21118,10236
1279,2146,10345
1280,2107,14291
1281,3908,3641
1282,10042,8863
1283,5346,20539
1284,17014,8709
1285,7053,6877
1286,5044,4620
1287,20981,4575
1288,8192,7463
1289,21635,15277
1290,18284,11015
1291,20288,2287
1292,412,16745
1293,21627,371
1294,20915,6270
1295,18683,10862
1296,19772,11958
1297,16292,2685
1298,3396,20341
1299,4357,3155
1300,17016,18262
1301,6339,21501
1302,13005,17332
1303,21669,14337
1304,16904,1299
1305,10280,3229
1306,20106,16476
1307,20262,22320
1308,13392,4861
1309,6938,17921
1310,6160,5485
1311,15078,6429
1312,2170,12843
1313,14647,15944
1314,9885,16321
1315,1899,5244
1316,5859,1714
1317,15759,2171
1318,10055,15
1319,8320,11901
1320,864,10590
1321,14479,1781
1322,5674,662
1323,15792,14826
1324,20866,12877
1325,3915,2855
1326,8843,17299
1327,4614,7784
1328,8311,5573
1329,17352,6335
1330,21906,17336
1331,7647,7068
1332,19149,11596
1333,5726,7253
1334,4383,19842
1335,19924,22192
1336,12110,15172
1337,930,12891
1338,34,22004
1339,6130,1699
1340,1644,12
1341,12278,2795
1342,2045,18750
1343,8380,1909
1344,14652,2182
1345,5268,14516
1346,17775,12049
1347,9454,4090
1348,17283,17609
1349,10642,620
1350,17759,1660
1351,2475,12873
1352,11894,8475
1353,4581,21420
1354,13595,2123
1355,10384,18141
1356,8962,7323
1357,5317,7993
1358,9413,9123
1359,7562,15595
1360,20933,7142
1361,5351,9559
1362,17242,4859
1363,21508,10078
1364,19078,14124
1365,6530,7752
1366,13173,9072
1367,1784,14512
1368,18042,435
1369,4748,19089
1370,21806,10805
1371,18193,11579
1372,21081,17600
1373,11266,17737
1374,9705,1287
1375,605,1598
1376,14254,14704
1377,18431,17403
1378,17425,758
1379,20056,21657
1380,9769,14562
1381,15947,494
1382,6187,2124
1383,15786,189
1384,5089,4258
1385,12636,2567
1386,18845,16942
1387,4063,14819
1388,19150,15086
1389,8537,8818
1390,4202,13339
1391,125,17978
1392,6181,16185
1393,5258,10953
1394,15061,20009
1395,5540,9550
1396,2559,12155
1397,11542,14043
1398,14118,3133
1399,2336,14490
1400,14793,809
1401,16514,20198
1402,21314,252
1403,2969,16085
1404,13816,8308
1405,16307,13854
1406,3191,2489
1407,7643,12589
1408,2229,16382
1409,13597,7481
1410,3050,13242
1411,15192,9397
1412,11024,5167
1413,9627,5636
1414,10347,19535
1415,6746,11699
1416,3159,9867
1417,745,13137
1418,16732,17182
1419,6569,10548
1420,9835,7442
1421,15157,15316
1422,9612,6524
1423,7880,14632
1424,825,2809
1425,18588,6022
1426,10039,5927
1427,13038,5389
1428,7679,12916
1429,9542,7546
1430,8399,729
1431,5559,11884
1432,10357,16224
1433,20485,15415
1434,14051,7281
1435,2767,12344
1436,21336,4282
1437,16781,7546
1438,21247,15681
1439,4005,12774
1440,4709,16262
1441,7320,17787
1442,6593,4933
1443,275,4687
1444,18559,18870
1445,18145,16697
1446,10928,13002
1447,20869,21472
1448,7033,17180
1449,11753,14740
1450,13790,15954
1451,19354,22432
1452,15729,5180
1453,765,21269
1454,14156,2787
1455,12906,167
1456,2627,7917
1457,7588,13057
1458,5692,92
1459,11331,4637
1460,8788,11760
1461,7541,10291
1462,16688,16197
1463,16531,387
1464,14064,20696
1465,11035,11866
1466,1096,1521
1467,9754,16264
1468,16008,21390
1469,9632,59
1470,20146,22323
1471,17841,8147
1472,17717,12852
1473,20978,7987
1474,4096,8279
1475,5283,16630
1476,12027,2230
1477,11076,13582
1478,3891,22019
1479,21805,20369
1480,2206,16615
1481,6913,3272
1482,2261,19944
1483,5200,13432
1484,10718,18500
1485,5602,6182
1486,4166,14014
1487,22133,7850
1488,7779,10399
1489,19162,17073
1490,11862,11596
1491,4160,7635
1492,20757,7080
1493,5454,1221
1494,8758,13667
1495,2128,7097
1496,14377,660
1497,6159,6816
1498,16056,16162
1499,10284,21028
1500,12232,20269
1501,7738,3499
1502,9852,17276
1503,3713,19748
1504,15610,20635
1505,19580,4293
1506,21728,8972
1507,18470,8073
1508,16851,3255
1509,7489,14335
1510,1183,9021
1511,21059,9953
1512,20580,20290
1513,13715,21193
1514,11717,2945
1515,22458,6470
1516,14239,10249
1517,4365,9672
1518,12530,2230
1519,8011,4250
1520,14781,7130
1521,19164,5685
1522,17781,19138
1523,7933,14525
1524,3313,14842
1525,15687,1834
1526,17485,22306
1527,16442,3049
1528,11462,13773
1529,12658,1220
1530,3643,21861
1531,10658,10198
1532,10214,15615
1533,18655,11577
1534,19575,20852
1535,11357,15351
1536,13382,480
1537,2789,21741
1538,19884,3732
1539,16344,8033
1540,4606,20216
1541,5067,20179
1542,3917,6782
1543,3995,7718
1544,20724,14129
1545,13412,9221
1546,2655,21667
1547,1989,2289
1548,10497,12586
1549,13704,10663
1550,5871,8725
1551,11415,19786
1552,3746,10502
1553,8151,16303
1554,22442,11723
1555,10850,16216
1556,16897,22012
1557,5659,985
1558,1048,303
1559,13759,8680
1560,1233,1293
1561,34,4264
1562,12761,7610
1563,21594,4938
1564,19263,9789
1565,2963,11724
1566,9873,19276
1567,886,20429
1568,12503,10582
1569,13433,15199
1570,9899,1096
1571,7744,7609
1572,18063,2062
1573,12951,3322
1574,2003,2566
1575,1590,2432
1576,14240,8394
1577,5613,12990
1578,17082,11724
1579,13496,10538
1580,2527,9983
1581,5442,6119
1582,1795,21540
1583,17802,10705
1584,5150,7426
1585,5790,16334
1586,7063,17680
1587,2690,133
1588,2499,2608
1589,20011,21834
1590,17919,749
1591,15509,1956
1592,12456,2665
1593,10404,18674
1594,2008,7871
1595,12898,5728
1596,8032,14330
1597,7434,6923
1598,16101,18392
1599,20075,6995
1600,14190,9258
1601,4421,280
1602,13528,17628
1603,6045,339
1604,4421,20667
1605,17786,20961
1606,12472,11495
1607,16730,22388
1608,11175,7135
1609,13880,14027
1610,6202,20112
1611,5221,21632
1612,5823,409
1613,18356,21104
1614,5185,12326
1615,22171,13341
1616,12977,5151
1617,3223,20719
1618,19512,12016
1619,12351,4337
1620,525,2093
1621,17381,3850
1622,7790,14537
1623,5138,11994
1624,10301,9402
1625,4552,743
1626,16226,17948
1627,13552,11116
1628,18070,4992
1629,962,17998
1630,17355,22011
1631,6672,3011
1632,15047,10265
1633,6912,12777
1634,2640,6623
1635,2193,6989
1636,19348,6387
1637,6198,1311
1638,15108,14962
1639,16301,2991
1640,8396,7695
1641,22275,349
1642,22465,14765
1643,16230,930
1644,15567,21794
1645,18785,15176
1646,14142,16790
1647,7329,9783
1648,19358,17464
1649,1853,15526
1650,9536,22397
1651,7992,20766
1652,16694,16795
1653,10967,12322
1654,5617,10507
1655,1985,13932
1656,2517,22466
1657,19832,19109
1658,9330,20584
1659,9587,7234
1660,21453,7670
1661,19739,2733
1662,275,18120
1663,13225,16536
1664,14821,12889
1665,6731,9431
1666,14880,20069
1667,13472,8691
1668,20188,757
1669,5243,13055
1670,8071,16117
1671,3841,13256
1672,14039,430
1673,18735,21084
1674,16065,11923
1675,6970,3605
1676,13348,11470
1677,15726,14715
1678,12902,21861
1679,11362,12925
1680,22000,15063
1681,4771,18044
1682,9062,13568
